tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
MASTER,3scV9mqjztrhXqsT1zm4nniBsZzdLdMy9KWMefUadWe3X8A,우주최강민경준,0,276,126,False,False,False,False
MASTER,cPHoAwluvM563VslBORDhPeg8O6E5oi2HQGWX4mkf4wXWKw,LuckyGameStart,220,436,347,False,False,True,False
MASTER,0yKibUcPBLfBnCxSra7zo0eiOc_NadERJVSzRxoM8fRKwhc,비가 오고 나면,0,347,324,False,False,True,False
MASTER,bcB8mgLnCUBBqL4JTUNJjWGMqxV41mJddVno-cGoOaqFeIg,쥐린내,150,540,524,False,False,False,False
MASTER,K193hO2-WYIm5oz0JpBG7RB__AmfAoeji4tGuW9C3iBfgIM,아케이드 아리,17,113,80,False,False,True,True
MASTER,MphrG06qSDCFNdZIGEEnI_uD-QUNUV6kXEWrk3Ycsguaj3g,mingyue qingfeng,295,503,473,False,False,True,False
MASTER,MFdDD2eYr_6CXahMtAoWwfMoTUZKs_Lsww1jWK5Rg1h1Wd0,박고 보기,188,162,155,False,False,False,False
MASTER,myLD6jkw9OpsxBbq1_tXB0muOKU3pQJlfLUIxNPfShyID0o,같은거안함,163,313,254,False,False,True,False
MASTER,hVNHfv51pxCXBo6lB1qyFKW3918_SG8KTM5X4dtQplbUXsQ,khb1,237,158,78,False,False,False,False
MASTER,mQNGJDoXI57FY1JJpGhf3A_mZrstIoi_pxqaUdZQuEMjyYo,망가진 삶,25,258,248,False,False,False,False
MASTER,qIhn6ZOK4k8FqIQjsLq3xGIbr4sIQa_F0S0pSyYOHnqhNw,털코르셋,0,634,615,False,False,True,False
MASTER,84pIS3SuzNAcNWMKFW5Hbnldth7ddD91g4_ptfUae7gVjj0,laosi,152,430,408,True,False,False,False
MASTER,nfwKP9D0AJu1fN4Vw9j0MmGpg9fxm3abEX_sbWx-MDS--A,외쳐주유소갓라카,265,419,401,False,False,True,False
MASTER,v8hy32RZk0a2mRxoqhMHOpD6D0MD3B3Y6oJXIPnjDVXk0s0,xiao yi chu j1,232,225,204,False,False,True,False
MASTER,Ff4kn2I4OBe8fw721ZmDNoV409LCSFp5gakMHGIOWqgAoTo,구너상,52,892,873,False,False,True,True
MASTER,DaMCV4JYHEnV_CwJhEcOp12l6Bowc7GUVCnQqftdQ_9HGQ,No longer like,0,879,842,False,False,True,False
MASTER,ZYd_59377rn17Css9xMPLAX9dxIInGCZfXKPTLW2ukkc2Q,v3 find scrim,118,238,224,False,False,False,False
MASTER,LwtebTf14TP-U-N7CLEFJp3vdXIAOZPQWX4GjDpR-tNGZlU,qwas123,99,385,375,False,False,True,True
MASTER,c_C_wlZkYqXS3nccC8SWoytV48RZJMgx-RnKv7WCyuQKg9U,잘 살고 싶어요,183,131,104,False,False,True,True
MASTER,sUbJtpEtoBahPvMMiI3smcDUfOheZcIYzx6y2LT8GK8MoQ,2SEONI,0,465,446,False,False,True,False
MASTER,n10xlYx5kBVbw5fgUF6L8VlwW4oSBK6FzveEtpb-PFPQrg0,baibai wan an,173,248,178,False,False,False,False
MASTER,mSd1htIPCn6Y5nQKkxhKjUkPVXZ2QIpTkc59xrohB0mWIMc,사회적 약자 원딜,5,277,265,False,False,True,False
MASTER,RmVteptRrSUdA7LI2DISEPX8t9e5-6-xo5RCtuPbtZOwq-g,Tori kelly,0,190,156,False,False,True,True
MASTER,9c3HmxtNbLt7Xd13DZRIFi4pwsa1o--CEm0Rp0DeW5a4Dg,야사사잇,52,76,54,False,False,True,False
MASTER,BwRCKBj7JfZ7waelsnCaZ_0BjNNfPlrvxCbhNMThJFn7ZDY,구르던기던난간다,30,596,579,False,False,True,False
MASTER,AKJCHwbFsjWQ2fW6zvbmv39M4WIWom2bcr_dRpuu6nMW4C8,jjjjkkkkyyyy,286,536,521,False,False,True,False
MASTER,JIYKpkslcGEjyHPJn0i0M7nNnev6trVmpQ5fnmqi_JjZl9A,diqierr,49,868,886,False,False,True,False
MASTER,RoGlCuHcAXmswkObJt_zoDrkJIp6d3vCFzRu5M0GW3pgH5k,WubaIubadubdub,199,189,107,False,False,False,False
MASTER,MaN8pSIXlar1v7P7pk7kJ_PFtNaYf2xCCuCtXfIckSoJeCA,Zadxx,190,581,564,False,False,False,True
MASTER,BTp2xt2rXjsy6GKD0vVELqJoFQM3rqsoW8L2PjzFfU2jpKM,If you hurt me,96,127,109,False,False,False,True
MASTER,aPoG2yM2IDRiyjcDFgoz-D_TzhvZ8EeTCdSNRGF9HnUH9Vs,지분화,0,276,262,False,False,True,True
MASTER,tzAkIhc6lDG81DxqU3pgTBi3IBwIziFX8RbKO0drNJzD7FQ,gganknam,0,736,757,True,False,False,False
MASTER,cgjaizmzGn1Cjgc1K9kJkKXNJZNEVeEGN4ig098aF2BtNhA,드 킨,0,103,90,False,False,True,False
MASTER,yPv1YKAPdkkZJCjg90zRqGmSegbsJWoX5EHwN2cVgN7KH2E,Fight Till 1 Die,238,638,629,True,False,False,True
MASTER,jHzrrBW8TU8_olNjmBAUwxK4u5imY7zlOI0l21f_q-6ygao,Sheene,26,297,283,False,False,True,True
MASTER,2e-fWZZnYxZCHrTbgWtw4zbs0XHDpKmHYSfnKeHceBUS2jg,Shadow Lospa,17,227,217,False,False,True,False
MASTER,LHC03zdztY2Fl0dEW6a_dil4eqSv01F2x0mvNz5GNjttiVo,이자년,15,349,334,False,False,True,False
MASTER,BvwOc_-T8vJUf9EpqAWyVgHa3IrWshp4Hz2vti8RbRqDDQw,Dicee,35,105,45,False,False,False,False
MASTER,s0X1CzY7l2OrR_r-XF-qPmPayJOmbsfuXrRvPNt5fmJhVqs,Bon vie,87,238,219,False,False,False,False
MASTER,H6rTgf-6aE5ijRwnkwRPWFfXSJQQVObyUFijmiZXqS9YtXc,Sylian,3,411,383,False,False,True,False
MASTER,YmQmDaotvU2_AJzzknapro7HMMGjLXuA2rjrynMyLJf7CRc,따 원,0,349,338,False,False,False,False
MASTER,WfnkOhf4bYPDRtJDsre2QvWNkuAqF8bQXXYUtbNnLS0_tpo,김하진외길박유정,51,230,207,False,False,True,True
MASTER,voSAUD0s6kbh-_uedDoH0sC_ghEbJatoqfWZJJaPcy7LQ1k,그땐 그저 좋았다,0,164,153,False,False,True,False
MASTER,n_oZ1Zi7F7ECCFarhExG4JEt37KaOAfVG6jGLSto6zYG45I,낫든리산드라,12,749,742,False,False,True,False
MASTER,7ACdGvqGAbwXziR0iM3xSKykw2COjYSAcnPVFJHkXx3pksk,CHOUX,0,64,45,False,False,True,True
MASTER,jStIw89Rpxurs2HsFAZ5l94E_kSxS_XU9RA-Uq7npY41FlE,안이유,0,428,412,False,False,True,False
MASTER,fgWKemic0CM9BDd8-JlJLqvO8zqFWLwi7q-hCdY1ZtO8_UM,TTSP,0,104,52,False,False,True,False
MASTER,px68zGQ4oW20trcuqKmdgCb0zLoU2LoQ3ibw-OJmrXeh214,무미건조하다,185,682,670,False,False,True,False
MASTER,N5kTqxMhZOCvG2HpHGDafKbIyNHR05Xteqw3g54F8CpOwXk,꼬딱지나파야겠다,18,314,239,False,False,False,False
MASTER,0yU2ExedNi5sfRo0eFQln-7aso9FjUHH2v7J7EAaj8_DeRg,가자한국,0,324,303,False,False,True,False
MASTER,yNhnbiwfYUymHH14MylsSRK-ErKly9XKfmXveOfqAb1oHRE,chit chit,197,674,657,False,False,True,False
MASTER,y4EYPYKOOHCii0_BCKG8-YgtnlF9nWbgzpQGDMGTUSTwtiE,정딱철,96,379,291,False,False,True,True
